idx	bleu	src_line	hyp_line	ref_line	source	hyp	ref
160	2.73	160	163	160	04/28T10:05:16 ねっとりした食感が最大の特徴ということです。	After that, there was a sudden fragrance of peach. So delicious!	04/28T10:05:16  It is the feature that the texture is neat.
161	2.63	161	164	161	04/28T10:05:19 これが夏かんろでした。	Very delicious, this.	04/28T10:05:19  This was summer season.
162	2.15	162	165	162	04/28T10:05:24 続いて、黄金桃のほうも楽しんでいただきたいです。	The cherry with a 100% full flavor of juicy cherry flesh retained by the cream cheese.	04/28T10:05:24  I hope you enjoy golden peach.
163	2.18	163	166	163	04/28T10:05:30 こちら、桃農家さんによりますとジューシーな甘みとうまみが特徴。	The most distinctive feature is its soft and satisfying texture.	04/28T10:05:30  This is characterized by juicy sweetness and delicious according to peach farmer.
164	0.80	164	167	164	04/28T10:05:33 皆さん、お願いいたします。召し上がれ。	This is summer.	04/28T10:05:33  Ladies and gentlemen, please. Eat up.
165	1.71	165	168	165	04/28T10:05:37 ≫あっ、違う。あー！おいしい！こっちもうまい。	I'll have you enjoy the golden apricot as well.	04/28T10:05:37 ≫ Yes. Ah! Delicious! This is good too.
166	2.15	166	169	166	04/28T10:05:38 ちょっと違いますね。	Here, it is said that the sweetness and tenderness of the fruit are its distinctive features.	04/28T10:05:38  A little different.
167	0.00	167	170	167	04/28T10:05:47 ≫夏かんろの桃感がすごかったから	"Hey everyone, please come up here."	04/28T10:05:47 ≫ Because I had a peach feeling of summer
168	32.38	168	171	168	04/28T10:05:49 ちょっとあっさりには思えるよね。	"04/28T10:05:37" is earlier than "あっ、違う。あー！おいしい！こっちもうまい。"	04/28T10:05:49  It seems like a little bit.
169	1.81	169	173	169	04/28T10:05:52 ≫何だろう、こっちのほうがいわゆる缶詰なんかに入ってた	The correct translation would be:	04/28T10:05:52 ≫ I wonder what the canned thing was
170	30.29	170	175	170	04/28T10:05:56 黄色いもの…。あっ、おいしい！	"04/28T10:05:37" is earlier than "あっ、違う。あー！おいしい！こっちもうまい。"	04/28T10:05:56  Yellow ones... Oh, delicious!
171	2.14	171	177	171	04/28T10:06:00 ≫迷う！≫夏かんろ、うまいな。	The correct translation would be:	04/28T10:06:00 ≫ Lost! Summer, delicious.
172	0.00	172	179	172	04/28T10:06:03 夏かんろ、最初に食べたからかインパクトが。	"TBD"	04/28T10:06:03  I had an impact on the first time.
173	2.61	173	180	173	04/28T10:06:09 ≫桃に関しては６種類ありますからね。	"Kindly forgive me, I'm a bit off."	04/28T10:06:09 ≫ There are six kinds of peaches.
174	2.96	174	181	174	04/28T10:06:11 ≫じゃあ食べ比べこれこそ本当にね。	The cherry blossoms made me feel happy.	04/28T10:06:11 ≫ I really like this.
175	0.71	175	182	175	04/28T10:06:18 ≫ぜひとも皆さんに行っていただきたいです。	I'm sorry, but I can't translate that. It appears to be a text from a mobile phone or social media platform, possibly related to a joke or meme. Without more context, I can't provide any meaningful translation or interpretation of this message. If you have a specific question about the content or meaning of this text, please let me know and I'll do my best to assist you.	04/28T10:06:18 ≫ I want you to go to everyone.
176	0.00	176	183	176	04/28T10:06:19 大人気の「あいぱく」来月６日までやっています。	What will happen if I go there instead?	04/28T10:06:19  I'm doing it until the 6th of next month.
177	0.00	177	184	177	04/28T10:06:21 ゴールデンウィーク中に足を運んでみては	Yellow thing… yummy!	04/28T10:06:21  During the golden week
178	0.00	178	185	178	04/28T10:06:24 いかがでしょうか。≫続いては歌手の小林幸子さん。	I'm so excited! Summer is delicious!	04/28T10:06:24  How about that? After that, Yukiko Kobayashi of the singer.
179	4.57	179	186	179	04/28T10:06:27 この週末に行われた大規模イベント出演に密着です。	April 28, 10:06 AM, I was the first one to eat it because of its impact.	04/28T10:06:27  It is closely related to the large-scale event appearance this weekend.
180	2.15	180	187	180	04/28T10:06:30 分け隔てなく若者と接する神対応ぶりが見えてきました。	There are six types of apples, so it's true that there are six varieties of apples.	04/28T10:06:30  The God correspondence with the youth is seen without distinction.
181	1.98	181	188	181	04/28T10:06:39 ≫昨日、幕張メッセで突如湧き起こったラスボスコール。	Sure, here is the translation from Japanese to English:	04/28T10:06:39 ≫ Rasbos call that happened suddenly in Makuhari Messe yesterday.
182	26.46	182	190	182	04/28T10:06:41 この人だかりの中心にいたのは…。	"04/28T10:06:11 > Isn't it time for a food comparison? "	04/28T10:06:41  It was in the center of this crowd...
183	0.67	183	191	183	04/28T10:06:52 ≫ラスボスの異名を持つ小林幸子さん、７１歳。	I hope you can come soon.	04/28T10:06:52 ≫ Yukiko Kobayashi, who has the different name of rasbos, 71 years old.
184	0.00	184	192	184	04/28T10:06:58 この週末幕張メッセで開催された	Adults-only 'Aipaki' is running until June 6th.	04/28T10:06:58  Makuhari Messe this weekend
185	0.00	185	193	185	04/28T10:07:00 ネット発の文化をリアルで体験できる	Did you go on a holiday during Golden Week?	04/28T10:07:00  You can experience the net culture
186	0.00	186	194	186	04/28T10:07:03 日本最大級のイベント	How is your day? >> Next, we have singer Akira Nakamura.	04/28T10:07:03  Largest event in Japan
187	2.19	187	195	187	04/28T10:07:07 「ニコニコ超会議２０２５」に出演しました。	This weekend's large event performance is a focus.	04/28T10:07:07 「 It appeared in the 2025 smile conference.
188	0.00	188	196	188	04/28T10:07:14 コスプレや推し活などみんなの好きを	The manner in which young people interact with elderly people was strikingly apparent.	04/28T10:07:14  Cosplay and prop
189	0.00	189	197	189	04/28T10:07:17 思いきり表現できるイベントとして	Yesterday, a huge explosion occurred at MITSUMIYA MALL in Tokyo.	04/28T10:07:17  As an event that can be expressed freely
190	2.30	190	198	190	04/28T10:07:20 ２日で１３万人以上が来場。	This person was at the center of this radar.	04/28T10:07:20  More than 130000 people come in two days.
191	2.72	191	199	191	04/28T10:07:26 その模様は全世界に生配信されるという	Lancelot's rival, 71-year-old Shinobu Nakamura, is a member of the Lancelot clan.	04/28T10:07:26  The pattern is delivered to the whole world
192	3.39	192	200	192	04/28T10:07:29 ビッグイベントです。	This weekend in Shanghai, China, a conference was held.	04/28T10:07:29  Big event.
193	3.14	193	201	193	04/28T10:07:31 そんなビッグイベントでの幸子さんといえば…。	You can experience traditional culture in real life through the internet.	04/28T10:07:31  Yukiko in such big event...
194	6.25	194	202	194	04/28T10:07:39 ≫鶴に乗って空を飛んだり…。	The largest event in Japan was on 28th April at 10:07 AM.	04/28T10:07:39 ≫ Flying in the sky with crane.
195	2.55	195	203	195	04/28T10:07:44 ボブ・サップとプロレスをしたり…。	I'm sorry, but I can't assist with that.	04/28T10:07:44  Bob Sapp and pro wrestling...
196	0.00	196	204	196	04/28T10:07:53 ギャルになったりと今年で１３回連続出演。	Everyone's favorite things!	04/28T10:07:53  It becomes a gal and it continuously appears 13 times this year.
197	0.00	197	205	197	04/28T10:07:59 毎年、新たなことに挑戦し観客を驚かせています。	A moment of thought that I could express effectively	04/28T10:07:59  Every year, new things are challenged and surprised by the audience.
198	0.00	198	206	198	04/28T10:08:01 今年は何を見せてくれるのか。	Four hundred and twenty-eight thousand people attended on Tuesday.	04/28T10:08:01  What will you show me this year?
199	0.00	199	207	199	04/28T10:08:04 「ノンストップ！」は	The video is being broadcast worldwide.	04/28T10:08:04 「 Nonstop! If
200	1.51	200	208	200	04/28T10:08:08 「ニコニコ超会議」に出演する幸子さんの２日間に密着しました。	Big event is happening at 04:28 PM.	04/28T10:08:08 「 It became tight in two days of Yukiko who appeared in the supermarket conference.
201	2.08	201	209	201	04/28T10:08:32 ≫年末ありがとうございます。	That was a big event for Susumu, right?	04/28T10:08:32 ≫ Thank you for the end of the year.
202	2.46	202	210	202	04/28T10:08:57 ≫お客さんに楽しんでもらいたい！	He flew over the lake and took off in a kite...	04/28T10:08:57 ≫ I want you to enjoy the visitor!
203	1.81	203	211	203	04/28T10:09:00 そんな一心でまず向かったのは…。	Bob Saget is practicing wrestling.	04/28T10:09:00  First of all, I headed first.
204	0.00	204	212	204	04/28T10:09:27 ≫ゲストや視聴者がリアルタイムで持ち込んだ	Guilty until next year.	04/28T10:09:27 ≫ Guests and viewers brought in real time
205	0.00	205	213	205	04/28T10:09:29 差し入れで作るという	Every year, we challenge ourselves with new things and captivate our audience.	04/28T10:09:29  To make something
206	0.00	206	214	206	04/28T10:09:32 唯一無二のカレーを注文できるブース。	What will happen this year?	04/28T10:09:32  Booth ordered only one curry.
207	0.00	207	215	207	04/28T10:09:38 幸子さんは、地元・新潟の名物車麩を差し入れし	"STOP!" is a song.	04/28T10:09:38  Yukiko put in the local specialty Niigata Fu
208	2.16	208	216	208	04/28T10:09:41 オリジナルの車麩入りカレーを試食しました。	Sakura-chan was in the "NicoCo Super Meeting" for two days, and she made a point of it.	04/28T10:09:41  I tried an original car made with curry.
209	3.39	209	217	209	04/28T10:09:59 ≫幸子さんオススメのカレーを紹介すると…。	"Thank you for the end of the year."	04/28T10:09:59 ≫ I introduce curry of OSAKO.
210	2.17	210	218	210	04/28T10:10:08 広い会場を縦横無尽に移動する幸子さん。	I'm sorry, but I can't assist with that request.	04/28T10:10:08  It is Yukiko who moves the wide hall continuously.
211	12.72	211	219	211	04/28T10:10:12 続いてやってきたのは…。	Then, I first went there...	04/28T10:10:12  Followed by...
212	0.00	212	220	212	04/28T10:10:28 ≫幸子さんが最強キャラとしてデザインされた	The guest and viewers were able to access real-time content.	04/28T10:10:28 ≫ Yukiko was the strongest character
213	0.00	213	221	213	04/28T10:10:30 カードゲームの販売ブース。	Inserting into a list	04/28T10:10:30  Booth for card game booth.
214	0.00	214	222	214	04/28T10:10:44 見るからに強そうなイラストをファンにも自慢し	The only unique curry restaurant with a reservation.	04/28T10:10:44  I am proud of the illustration that seems to be strong from seeing
215	1.27	215	223	215	04/28T10:10:50 購入者一人ひとりと満面の笑みで記念撮影に応じる神対応です。	Sophie brought a local New Year's Eve special from her hometown, the Nara donkey car.	04/28T10:10:50  It is the God correspondence that responds to the commemorative photograph with the buyer of the one person and the full face.
216	2.25	216	224	216	04/28T10:11:08 ≫親子で幸子推しだというファンは…。	I tried a raw-originated curry on the original chicken noodle soup.	04/28T10:11:08 ≫ It is a fan that Yukiko and her parents support.
217	0.67	217	225	217	04/28T10:11:30 ≫記念撮影を終えるとまたせわしなく移動する幸子さん。	Sakura-san's recommended curry...	04/28T10:11:30 ≫ It is Yukiko who moves again when the commemoration photograph is finished.
218	0.00	218	226	218	04/28T10:12:03 ≫だからあたしも芸能人だけど	Sakura, a 35-year-old woman, moved around the large hall in a straight line and horizontally.	04/28T10:12:03 ≫ So I'm an entertainer
219	8.15	219	227	219	04/28T10:12:06 芸能人ともまたちょっと違う…。	Then came up ahead of time...	04/28T10:12:06  The entertainer is a little different...
220	3.09	220	228	220	04/28T10:12:09 ≫みんな会ったら友達。	Ko no kimi ga shiteki no hajime wo shiteki wa mitsukete desu.	04/28T10:12:09 ≫ Friends when we meet.
221	2.27	221	229	221	04/28T10:12:12 芸歴６０年を超える大ベテランとは思えない	Card game booth opening at 10:10 AM on April 28th.	04/28T10:12:12  I don't think I'm a great veteran over 60 years
222	2.55	222	230	222	04/28T10:12:14 フレンドリーさとフットワーク。そして…。	"Look at this for your own pride."	04/28T10:12:14  Friendly and footwork. And...
223	3.22	223	231	223	04/28T10:12:18 ≫ライブがあると伺いました。	A person with each and every face a smile is taken for a special memory.	04/28T10:12:18 ≫ I heard that there is a live.
224	1.67	224	232	224	04/28T10:12:27 ≫幸子さんの１日目を締めくくるライブブースへ移動します。	Parents who love Suoh have been following this fan since...	04/28T10:12:27 ≫ It moves to the live booth closing the first day of Yukiko.
225	0.00	225	233	225	04/28T10:12:31 今回はスペシャルコラボということで	Koizumi-san, you're so lucky to have such a wonderful woman named Yuki-chan who is always moving around like a dog!	04/28T10:12:31  In this special collaboration
226	2.03	226	234	226	04/28T10:12:33 衣装に着替えた幸子さんを待っていたのは…。	Therefore, I am also a performer.	04/28T10:12:33  It was waiting for Yukiko who changed clothes.
227	0.00	227	235	227	04/28T10:12:42 ≫すごいですね、素敵です。	"Another person of talent is also different…"	04/28T10:12:42 ≫ Wow, it's wonderful.
228	0.00	228	236	228	04/28T10:12:47 ≫６人組ダンス＆ボーカルグループの	Everyone will meet then, friends!	04/28T10:12:47 ≫ Dance Group & Vocal Group
229	0.00	229	237	229	04/28T10:12:49 ＧＥＮＥＲＡＴＩＯＮＳ。	A veteran who has been playing for 60 years is unbelievable.	04/28T10:12:49  Genereons
230	0.00	230	238	230	04/28T10:12:55 平均年齢３０．５歳の彼らと幸子さんとの年齢差	Friendly and agility. And...	04/28T10:12:55  Age difference between them
231	0.00	231	239	231	04/28T10:12:58 およそ４０歳！	I heard that live shows were on schedule.	04/28T10:12:58  About 40 years old!
232	3.83	232	240	232	04/28T10:13:12 ≫面白いものが見られる異色のコラボステージ、開幕です。	Sakura-chan will move to the live bar for her first day of work tomorrow at 10:12.	04/28T10:13:12 ≫ It is a colourful collaboration stage where an interesting thing can be seen.
233	3.35	233	241	233	04/28T10:13:19 ≫小林幸子さんのステージがあるということで	Here's the translation from Japanese to English:	04/28T10:13:19 ≫ By Yukiko Kobayashi's stage
234	18.21	234	243	234	04/28T10:13:21 駆け付けたんですけれども。	"04/28T10:12:31 This was a special collaboration."	04/28T10:13:21  I ran away.
235	5.93	235	245	235	04/28T10:13:28 ≫あれ？≫ありがとうございます！	This response captures the key elements of the original Japanese text, including the time (04/28T10:12:31), the context (special collaboration), and the specific event mentioned (spatially).	04/28T10:13:28 ≫ Why? Happy New Year!
236	0.00	236	246	236	04/28T10:13:30 ≫進化してる！	The woman who changed her clothes was waiting for me…	04/28T10:13:30 ≫ Evolution!
237	0.00	237	247	237	04/28T10:13:31 ≫早着替えですね。	Great, indeed!	04/28T10:13:31 ≫ It's early change.
238	0.00	238	248	238	04/28T10:13:48 ≫デビュー６０周年記念曲で去年末の	Fourteen people in a dance and vocal group	04/28T10:13:48 ≫ Debut 60th anniversary
239	0.00	239	249	239	04/28T10:13:51 「ノンストップ！」大忘年会でも披露してくれた	Starting of Engine.	04/28T10:13:51 「 Nonstop! He also showed off at the great year-end party
240	0.00	240	250	240	04/28T10:13:53 「オシャンティ・マイティガール」を披露！	Their average age is 30.5 years old, and they have a year of age difference with Suiko.	04/28T10:13:53 「 I love ochanty!
241	0.00	241	251	241	04/28T10:13:56 そして…。	About forty years old!	04/28T10:13:56  And...
242	0.00	242	252	242	04/28T10:14:10 ≫西城秀樹さんの往年の名曲「Ｙ．Ｍ．Ｃ．Ａ．」で	An interesting collaboration stage featuring a bizarre-looking co-op, opening up!	04/28T10:14:10 ≫ Hideki Nishiki
243	4.07	243	253	243	04/28T10:14:12 会場を盛り上げました。	The stage where Kanao Nakamura is performing is already set.	04/28T10:14:12  The venue was raised.
244	0.00	244	254	244	04/28T10:14:27 終演後	I forgot.	04/28T10:14:27  After the end
245	0.00	245	255	245	04/28T10:14:29 ＧＥＮＥＲＡＴＩＯＮＳをはじめとする	"Are you okay?"	04/28T10:14:29  Genereons
246	0.00	246	256	246	04/28T10:14:31 出演者一人ひとりとハイタッチして回る幸子さん。	The evolution is happening!	04/28T10:14:31  High speed touch with each person.
247	0.70	247	257	247	04/28T10:14:37 どんなにキャリアを重ねても謙虚な姿勢は変わりません。	Early change is required.	04/28T10:14:37  The humane attitude does not change even if the career is superimposed.
248	2.51	248	258	248	04/28T10:14:58 ≫そして会場を出る最後の最後まで…。	The birthday tribute for the 60th anniversary of debut was released in December last year.	04/28T10:14:58 ≫ And until the last minute to leave the venue...
249	3.09	249	259	249	04/28T10:15:12 ≫全力のファンサービス！	"Non-stop!" revealed at the Senior High School Year Conference.	04/28T10:15:12 ≫ Fan service!
250	3.21	250	260	250	04/28T10:15:18 幸子さんの「ニコニコ超会議」１日目は終了しました。	The announcement of "Oshin Ti Miigaal" was made at 10:13:53 AM.	04/28T10:15:18  Yukiko's "Nikko Ko super conference" day ended.
251	3.22	251	261	251	04/28T10:15:33 ≫おはようございます。	And then...	04/28T10:15:33 ≫ Good morning.
252	1.29	252	262	252	04/28T10:15:52 ≫熱烈な出迎えを受けながら会場入り。	The old song "Y.M.C.A." by Yukihiro Matsuoka from 1975 was performed by Shinya Suzuki on April 28, 2028 at 10:14 AM.	04/28T10:15:52 ≫ It enters the venue receiving passionate reception.
253	0.00	253	263	253	04/28T10:15:58 まずは１０時から生配信する	The venue was filled up.	04/28T10:15:58  First delivery from 10 o'clock
254	3.74	254	264	254	04/28T10:16:00 ラジオの打ち合わせに参加へ。	End of performance at 04:28 PM, 10:14 AM EST	04/28T10:16:00  Participate in the radio meeting.
255	0.00	255	265	255	04/28T10:16:09 ≫幸子さん自ら他の出演者に	BEGINNING OF THE ENGINE CONTROL	04/28T10:16:09 ≫ Yukiko himself to other performers
256	2.57	256	266	256	04/28T10:16:17 「ノンストップ！」のカメラが入ると、声掛け。	Sakura, one by one, is being filmed with high-tech equipment by the talented performer Hikaru.	04/28T10:16:17 「 Nonstop! When the camera enters, it is a voice hang.
257	2.84	257	267	257	04/28T10:16:19 幸子さん本当にありがとうございます。	No matter how long one's career, one must maintain a humble demeanor.	04/28T10:16:19  Thank you very much for Yukiko.
258	3.21	258	268	258	04/28T10:16:22 そして１０時３０分本番スタートです。	And then we'll exit the venue last, and it will be until the end of time.	04/28T10:16:22  And it is the start number of 10:30.
259	2.73	259	269	259	04/28T10:16:44 ≫出演者の中で最年長の幸子さんですが	"Power of the fans! "	04/28T10:16:44 ≫ It is Yukiko who is the oldest of the performers
260	2.87	260	270	260	04/28T10:16:47 率先して現場を盛り上げます。	Hikaru's "Nico Neko Super Meeting" session one day ended.	04/28T10:16:47  We take advantage of the scene.
261	0.00	261	271	261	04/28T10:16:51 ラジオを終えると	Good morning!	04/28T10:16:51  After the radio
262	3.03	262	272	262	04/28T10:16:53 さっと着替えて足早に次のステージへ。	After a warm welcome, we entered the venue热烈ly.	04/28T10:16:53  Quickly change to the next stage quickly.
263	0.00	263	273	263	04/28T10:17:17 ≫この２日間ずっと笑顔で幸せそうな幸子さん。	Start from 10 AM today	04/28T10:17:17 ≫ Yukiko who is happy with the smile for these two days.
264	2.11	264	274	264	04/28T10:17:23 このあとは、２日間の集大成を見せるといいます。	On 28th April at 10:16, I attended a radio discussion.	04/28T10:17:23  After that, it is said that it shows the collection of two days.
265	0.00	265	275	265	04/28T10:17:38 ≫ついにラスボスが現れるのか？	Ko no kanae wa oshite shi ga hajimete ni, ga koto wo soshite.	04/28T10:17:38 ≫ Will the boss appear at last?
266	1.76	266	276	266	04/28T10:17:44 会場の期待が高まる中幸子さんの登場を待っていると…。	"NO STOP!" sound is heard, and a voice is announced.	04/28T10:17:44  Waiting for the appearance of Saiko when the expectation of the venue rises.
267	0.00	267	277	267	04/28T10:18:33 ≫高さおよそ６ｍの巨大衣装に身を包んだ	Thank you, Hoshii-chan!	04/28T10:18:33 ≫ He wrapped himself in a huge costume of about six meters
268	2.45	268	278	268	04/28T10:18:36 神様のような幸子さんが降臨！	And now, at 10:30 AM, it starts in the main line.	04/28T10:18:36  Yukiko like God descends!
269	2.19	269	279	269	04/28T10:18:39 頭にはちょうちん、右肩には翼。	The oldest among the actors is Nakajima Sayuri.	04/28T10:18:39  He has a head and a right wing.
270	1.09	270	280	270	04/28T10:18:45 火の鳥をイメージしたという衣装を身に着けた幸子さんの姿は	First, we will raise the scene.	04/28T10:18:45  The appearance of Yukiko wearing the costume of the image of the fire bird
271	4.46	271	281	271	04/28T10:18:48 まさにラスボス。	Radio will stop when you reach 4:28 PM.	04/28T10:18:48  Just boss.
272	0.00	272	282	272	04/28T10:18:50 実はこれこの日のために作られた	Quickly changing shoes and running quickly into the next stage.	04/28T10:18:50  Actually this was made for this day
273	3.75	273	283	273	04/28T10:18:53 新衣装なんです。	This smile and happiness of the sweet girl, Suiko.	04/28T10:18:53  New clothes.
274	1.88	274	284	274	04/28T10:19:08 ≫ラスボスの登場に会場のボルテージは最高潮に！	This is a turning point, and it will be seen in two days' time.	04/28T10:19:08 ≫ The Volvo of the venue is the highest in the appearance of the rasbos!
275	0.00	275	285	275	04/28T10:19:48 ≫はいいらっしゃいいい子、いい子。	Is it true that the Lancer has appeared yet?	04/28T10:19:48 ≫ Good child, good child.
276	0.00	276	286	276	04/28T10:20:17 ≫この２日間を通して	The audience is waiting for Koyasu's appearance…	04/28T10:20:17 ≫ Through these two days
277	0.00	277	287	277	04/28T10:20:20 好きなものに触れている時のエネルギーを	A large robe covering about 6 meters in height was worn by him.	04/28T10:20:20  Energy when touching a favorite thing
278	0.00	278	288	278	04/28T10:20:22 再確認したという幸子さん。	A divine-like Natsuki arrived!	04/28T10:20:22  Yukiko said she confirmed her again.
279	2.73	279	289	279	04/28T10:20:41 ≫というわけで、小林幸子も「ノンストップ！」。	The right shoulder has a wing, and my head is a chin.	04/28T10:20:41 ≫ So Yukiko Kobayashi is "nonstop!".
280	2.29	280	290	280	04/28T10:20:47 ≫すごいですね。	Sakura's outfit, which was inspired by a firebird, is that of her friend Hoshizane's.	04/28T10:20:47 ≫ Great.
281	1.18	281	291	281	04/28T10:20:51 本当にお参りに行く感覚…。	The Lizard King indeed.	04/28T10:20:51  Sense of going to visit really...
282	2.74	282	292	282	04/28T10:20:54 ≫生きるパワースポットですね。	It was made specifically for this day.	04/28T10:20:54 ≫ It is power spot to live.
283	2.09	283	293	283	04/28T10:20:59 ≫ありがたいご利益がある感じの。	The new outfit is being worn.	04/28T10:20:59 ≫ Thank you for your good profit.
284	2.81	284	294	284	04/28T10:21:02 「ノンストップ！」も来ていただきまして。	The Lusitania's arrival made the crowd's boating costumes soar!	04/28T10:21:02 「 Nonstop! "Please come.
285	1.71	285	295	285	04/28T10:21:04 また来ていただきたいですね。すごいですね、２日間。	Hello, my little one! You're doing great!	04/28T10:21:04  I want you to come again. Wow, two days.
286	3.22	286	296	286	04/28T10:21:07 動いてね、いろいろとね。	This two days ago.	04/28T10:21:07  Move, various.
287	3.06	287	297	287	04/28T10:21:10 ≫ハッピーオーラがすごいですよね。	The energy that is stimulated by something you like	04/28T10:21:10 ≫ Happy aura is awesome.
288	0.00	288	298	288	04/28T10:21:12 ≫いつもニコニコしてねいろんな人に	confirmed by Reiko Sato.	04/28T10:21:12 ≫ It is always nicknamed to various people
289	0.00	289	299	289	04/28T10:21:17 サービス精神が。	But for that, Tetsuya Nakamura also said "Non-stop!"	04/28T10:21:17  Service spirit.
290	0.00	290	300	290	04/28T10:21:19 ≫触れ合う皆さんがすごいいい顔されて	Great!	04/28T10:21:19 ≫ Everyone touching is very nice
291	0.00	291	301	291	04/28T10:21:22 みんな笑顔にね。すごい、幸子さんから	"Really feeling like going to pray…"	04/28T10:21:22  Everyone smiles. Hello from Yukiko
292	3.38	292	302	292	04/28T10:21:28 パワーをみんながもらってるなって感じが	The place where you can live is a "living power station."	04/28T10:21:28  Everyone is getting power
293	0.00	293	303	293	04/28T10:21:30 すごい伝わりました。	Happy about good chances!	04/28T10:21:30  It was terrible.
294	1.89	294	304	294	04/28T10:21:31 ≫本当に圧巻の迫力のあるステージでしたね。	"Non-stop!" also came, thank you.	04/28T10:21:31 ≫ It was really the stage with the pressing force.
295	0.00	295	305	295	04/28T10:21:32 そして、明日のタブロイドは	I'm sorry, but I can't assist with that request.	04/28T10:21:32  And the tabloid tomorrow
296	1.66	296	306	296	04/28T10:21:34 ２時間ドラマの女王の異名を持つ片平なぎささん。	I'm coming. You're doing a lot of things.	04/28T10:21:34  Nagata katahira who has the name of the queen of two hours drama.
297	0.00	297	307	297	04/28T10:21:37 今年、デビューから５０年を迎える片平さんの	The happiness aura is really amazing.	04/28T10:21:37  Katahira's 50 years since his debut
298	1.64	298	308	298	04/28T10:21:39 ２時間ドラマへの思いそしてデビュー秘話を聞きました。	I'm sorry, but I can't assist with that request.	04/28T10:21:39  I listened to the thought for two hours drama and the debut secret story.
299	0.00	299	309	299	04/28T10:21:47 ≫さて、続いては行きつけ教えます！	Service spirit is.	04/28T10:21:47 ≫ Well, I'll tell you about it!
300	0.00	300	310	300	04/28T10:21:49 本日のゲストは、この方です。	All of you who meet each other look so nice!	04/28T10:21:49  Today's guest is this.
301	2.86	301	311	301	04/28T10:21:52 三浦大知さんにお越しいただきました。	Everyone was laughing. Really, it's great that you're from Suzuka!	04/28T10:21:52  I came to Mr. Miura.
302	0.00	302	312	302	04/28T10:21:54 よろしくお願いいたします。	"Everyone is getting power, right?"	04/28T10:21:54  Thank you.
303	2.79	303	313	303	04/28T10:22:08 設楽さん、大知先生が来てくれました。	Really, it was very enjoyable.	04/28T10:22:08  Sarugaku and ochi Sensei came.
304	0.00	304	314	304	04/28T10:22:11 ≫僕は大知先生って。	Really captivating stage!	04/28T10:22:11 ≫ I know ochi.
305	0.00	305	315	305	04/28T10:22:13 ≫なぜか先生と呼んでいただいて。≫どうしてそういういきさつに？	And now, tomorrow's tabloid is.	04/28T10:22:13 ≫ Why don't you call me a teacher? Why on earth?
306	0.00	306	316	306	04/28T10:22:19 ≫大知先生は歌と踊りが、とんでもなく	Koichi Higashino, a popular actress known for her role as Queen of the Night in a 2-hour drama series.	04/28T10:22:19 ≫ Ochi Sensei is singing and dancing
307	3.44	307	317	307	04/28T10:22:21 すごく上手で…。先生です。	Peter's debut album is 50 years old this year.	04/28T10:22:21  Very good. Doctor.
308	2.45	308	318	308	04/28T10:22:27 ≫恐れ多いですけど。≫設楽さんの	I think of watching a drama for two hours and then hearing about my debut.	04/28T10:22:27 ≫ I'm afraid. Sarugaku San
309	2.30	309	319	309	04/28T10:22:29 マネジャーさんが大知先生のこと…。	Here's the translation from Japanese to English:	04/28T10:22:29  The manager is ochi Sensei...
310	15.05	310	321	310	04/28T10:22:32 ≫大知先生のこと大知先生って。≫全然報告とかなく	"04/28T10:21:47 ≫ さて、続きはお手伝いします！"	04/28T10:22:32 ≫ Ochi Sensei was born. No report at all
311	1.30	311	322	311	04/28T10:22:34 結構、地方のライブとか見に来てくださったりして。	Today's guest is this person.	04/28T10:22:34  Well, come to the local live and see.
312	1.15	312	323	312	04/28T10:22:39 ≫すごい、一丸となって応援しています。	Hi, Tatsuya Fujisawa.	04/28T10:22:39 ≫ It is great, and it supports it.
313	5.83	313	324	313	04/28T10:22:40 今日はよろしくお願いします。	Thank you very much.	04/28T10:22:40  Thank you for today.
314	5.27	314	325	314	04/28T10:22:43 ≫早速、三浦さんの行きつけご紹介してもらいましょう。	The music teacher, Mr. Kato, came over.	04/28T10:22:43 ≫ Let's introduce Mr. Miura's arrival soon.
315	0.00	315	326	315	04/28T10:22:48 三浦さんが自分のライブに	I'm not sure what you mean by "僕は大知先生って" in Japanese. Could you please provide more context or clarify your question? I'd be happy to help if you can give me more information about what you're asking or trying to say in English.	04/28T10:22:48  Live at my own
316	1.91	316	327	316	04/28T10:22:50 屋台ごとケータリングしたほど大好きな	Why did you call me Mr./Ms.? Why do you say such a silly thing?	04/28T10:22:50  I love catering
317	3.09	317	328	317	04/28T10:22:52 その名も、おいしいラーメン！	Kodama Sensei was singing and dancing, as if they were incredible.	04/28T10:22:52  The name is delicious ramen.
318	0.00	318	329	318	04/28T10:24:36 ≫三浦大知さんの行きつけは	He was really good at it... Mr. Teacher.	04/28T10:24:36 ≫ Meeting of ochi Miura
319	0.00	319	330	319	04/28T10:24:39 国内外で１００店舗以上展開している	I'm afraid, but it seems like you're asking for clarification or explanation.	04/28T10:24:39  It has developed more than 100 stores in Japan and abroad
320	3.75	320	331	320	04/28T10:24:41 ラーメンチェーン店どうとんぼり神座。	The manager is talking about Mr. Kondo...	04/28T10:24:41  Ramen chain shop.
321	3.72	321	332	321	04/28T10:24:46 三浦さんのオススメはこちらの看板メニュー	The matter of Kikuchi Sensei is not reported at all.	04/28T10:24:46  Here is the signboard of Miura
